"fish.id","tray","tray.position","sample.mass.mg","c.content.mg","c.content.perc","d13C","n.content.mg","n.content.perc","d15N","c.n","duplicate","X","dissection.date","student.name","species","site","collection.date","weight.g","tl.mm","sl.mm","fl.mm","liver","stomach.contents","note","ground","packaged","ran.on.ea","month","season","month.year","east_vs_west","in_vs_out","distance","shoal.spot"
"MOF053","250821_BOEM_MOF_2","C10",0.71,0.34,47.49,-17.66,0.1,14.34,11.94,3.31,"",NA,"4/16/25","Cole","Moonfish","EO3",23-10-25,"95.4","185","150","167","Y","-","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF054","250821_BOEM_MOF_2","C11",0.72,0.33,46.34,-17.96,0.1,14.03,11.93,3.3,"",NA,"4/16/25","Cole","Moonfish","EO3",23-10-25,"105.2","196","159","176","Y","fish mush","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF055","250821_BOEM_MOF_2","C12",0.67,0.29,43.08,-17.85,0.09,12.88,12.39,3.35,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"83.5","190","146","168","Y","mush","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF056","250821_BOEM_MOF_2","D1",0.66,0.3,46.01,-18.12,0.09,13.81,12.29,3.33,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"87.5","197","160","172","Y","-","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF057","250821_BOEM_MOF_2","D5",0.72,0.32,45.4,-18.28,0.1,14.06,12.43,3.23,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"92.1","200","160","175","Y","fish mush","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF058","250821_BOEM_MOF_2","D6",0.76,0.36,46.74,-18.46,0.11,14.16,14.68,3.3,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"40","150","121","134","Y","-","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF059","250821_BOEM_MOF_2","D7",0.68,0.31,46.23,-17.7,0.1,14.15,12.12,3.27,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"77.1","189","156","167","Y","fish mush","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF060","250821_BOEM_MOF_2","D8",0.65,0.31,46.85,-17.93,0.09,14.42,12.23,3.25,"",NA,"4/16/25","Lindsey","Moonfish","EO3",23-10-25,"84.2","193","157","169","Y","mush","","Y","","","October","Autumn","October-23","East","Out","offshore","East.Out"
"MOF061","250821_BOEM_MOF_2","D9",0.74,0.35,47.39,-18.13,0.11,14.61,14.14,3.24,"Y",NA,"5/12/25","Dannette","Moonfish","EI3",23-10-25,"25.5","125","100","110","Y","larvae","","Y","","","October","Autumn","October-23","East","In","offshore","East.In"
"MOF062","250826_BOEM_MOF_3","A9",0.68,0.3,44.19,-17.79,0.09,13.77,11.61,3.21,"Y",NA,"5/12/25","Cole","Moonfish","EI3",23-10-25,"36.6","134","110","124","Y","-","","Y","","","October","Autumn","October-23","East","In","offshore","East.In"
"MOF063","250826_BOEM_MOF_3","A11",0.76,0.45,59.28,-18.52,0.14,18.14,10.31,3.27,"",NA,"5/12/25","Dannette","Moonfish","EI3",23-10-25,"28.9","132","105","112","Y","mush","","Y","","","October","Autumn","October-23","East","In","offshore","East.In"
"MOF064","250826_BOEM_MOF_3","A12",0.61,0.27,44.56,-17.84,0.09,13.98,11.94,3.19,"",NA,"5/12/25","Cole","Moonfish","EI3",23-10-25,"23.9","120","94","107","Y","shrimp larvae","","Y","","","October","Autumn","October-23","East","In","offshore","East.In"
"MOF065","250826_BOEM_MOF_3","B1",0.66,0.3,44.87,-17.98,0.09,13.89,9.86,3.23,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"113.5","204","160","176","Y","-","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF066","250826_BOEM_MOF_3","B2",0.63,0.28,44.48,-17.97,0.09,13.74,9.18,3.24,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"43.9","147","115","127","Y","-","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF067","250826_BOEM_MOF_3","B5",0.77,0.34,44.1,-17.71,0.11,13.76,11.17,3.2,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"25.7","128","98","112","Y","mush","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF068","250826_BOEM_MOF_3","B6",0.74,0.33,45.09,-18.06,0.1,14.07,9.08,3.2,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"44.2","151","117","130","Y","larvae?","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF069","250826_BOEM_MOF_3","B7",0.66,0.3,45.67,-18.27,0.09,14.02,9.87,3.26,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"45.1","154","119","133","Y","-","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF070","250826_BOEM_MOF_3","B8",0.68,0.31,46.36,-17.84,0.1,14.31,9.88,3.24,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"43.2","148","119","134","Y","-","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF071","250826_BOEM_MOF_3","B9",0.69,0.31,45.19,-18.07,0.1,14.06,9.15,3.21,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"45","153","119","134","Y","larvae?","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF072","250826_BOEM_MOF_3","C1",0.73,0.33,45.32,-17.95,0.1,14,9.53,3.24,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"43.4","144","116","128","Y","mush","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF073","250826_BOEM_MOF_3","C2",0.69,0.32,45.92,-17.93,0.09,13.65,10.37,3.36,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"41.5","148","114","127","Y","mush/larvae?","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF074","250826_BOEM_MOF_3","C3",0.62,0.27,44.11,-18.2,0.09,13.74,10.63,3.21,"",NA,"5/23/25","Cole","Moonfish","EO2",23-10-25,"83","181","146","161","Y","larvae?","","Y","","","October","Autumn","October-23","East","Out","midshore","East.Out"
"MOF075","250826_BOEM_MOF_3","C4",0.66,0.29,44.5,-17.92,0.09,13.91,12.22,3.2,"",NA,"6/12/25","Ava","Moonfish","EI1",23-10-25,"23.4","120","90","26","Y","Mush","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF076","250826_BOEM_MOF_3","C5",0.61,0.27,44.71,-18.11,0.08,13.89,12.7,3.22,"",NA,"6/12/25","Cheyenne","Moonfish","EI1",23-10-25,"22.2","124","97","113","Y","mush","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF077","250826_BOEM_MOF_3","C6",0.67,0.3,44.53,-17.96,0.09,13.88,12.75,3.21,"",NA,"6/12/25","Sophia","Moonfish","EI1",23-10-25,"15.7","114","94","101","Y","biomatter","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF078","250826_BOEM_MOF_3","C9",0.71,0.32,44.61,-17.96,0.1,13.85,12.43,3.22,"",NA,"6/12/25","Cheyenne","Moonfish ","EI1",23-10-25,"22","121","94","107","Y","mush","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF079","250826_BOEM_MOF_3","C10",0.76,0.34,44.51,-18.11,0.1,13.81,12.38,3.22,"",NA,"6/12/25","Cheyenne","Moonfish ","EI1",23-10-25,"22.5","123","93","107","Y","mush","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF080","250826_BOEM_MOF_3","C11",0.78,0.4,51.45,-17.64,0.13,16.07,11.23,3.2,"",NA,"6/12/25","Cheyenne","Moonfish ","EI1",23-10-25,"15.2","117","80","92","Y","mush","","Y","","","October","Autumn","October-23","East","In","inshore","East.In"
"MOF081","250826_BOEM_MOF_3","C12",0.68,0.3,44.46,-18.43,0.09,13.83,10.64,3.21,"",NA,"6/12/25","Sam","Moonfish","EO1",23-10-25,"86","189","152","162","Y","mysis","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF082","250826_BOEM_MOF_3","D1",0.72,0.32,44.72,-18.4,0.1,13.94,10.24,3.21,"",NA,"6/12/25","Cheyenne","Moonfish","EO1",23-10-25,"145.6","123.3","188.2","120","Y","mush","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF083","250826_BOEM_MOF_3","D5",0.66,0.29,44.22,-18,0.09,13.66,10.75,3.24,"",NA,"6/12/25","Sophia ","Moonfish ","EO1",23-10-25,"79.2","179","141","155","Y","mysis","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF084","250826_BOEM_MOF_3","D6",0.69,0.31,44.61,-18.11,0.1,13.84,10.71,3.22,"",NA,"6/12/25","Cheyenne","Moonfish ","EO1",23-10-25,"115.7","121.5","164","185","Y","shrimp/mush","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF085","250826_BOEM_MOF_3","D7",0.66,0.29,43.92,-18.28,0.09,13.68,10.8,3.21,"",NA,"6/12/25","Sam","Moonfish ","EO1",23-10-25,"81.9","185","151","162","Y","mysis","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF086","250826_BOEM_MOF_3","D8",0.76,0.35,45.67,-18.91,0.1,13.36,10.56,3.42,"",NA,"6/12/25","Cheyenne","Moonfish ","EO1",23-10-25,"94.2","192","147","166","Y","mush","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"MOF087","250826_BOEM_MOF_3","D9",0.73,0.34,45.97,-18.44,0.1,13.28,10.88,3.46,"Y",NA,"6/12/25","Sophia","Moonfish ","EO1",23-10-25,"86.3","187","149","159","Y","mush","","Y","","","October","Autumn","October-23","East","Out","inshore","East.Out"
"PIG001","250327_BOEM_3","A9",1.06,0.48,45.41,-18.55,0.16,14.72,7.23,3.09,"",NA,"2/24/25","Sam","Pigfish","EO3",24-05-22,"92.8","185","152","176","Y","mush","","Y","Y","Y","May","Spring","May-24","East","Out","offshore","East.Out"
"PIG002","250327_BOEM_3","A11",1.06,0.47,44.6,-18.27,0.15,14.36,7.43,3.11,"",NA,"2/24/25","Sam","Pigfish","EI1",24-05-22,"93.3","190","150","178","Y","mush","","Y","Y","Y","May","Spring","May-24","East","In","inshore","East.In"
"PIG003","250327_BOEM_3","A12",0.98,0.45,45.84,-18.11,0.14,14.73,7.17,3.11,"",NA,"2/24/25","Cole","Pigfish","WO2",24-08-13,"59.1","168","127","153","Y","-","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIG004","250327_BOEM_3","B1",0.98,0.45,46.62,-17.72,0.15,14.91,8.62,3.13,"",NA,"2/24/25","Cole","Pigfish","WI1",24-08-13,"59.8","169","132","155","Y","-","","Y","Y","Y","August","Summer","August-24","West","In","inshore","West.In"
"PIG005","250327_BOEM_3","B2",1.08,0.51,47.16,-18.49,0.15,14.11,10.68,3.34,"",NA,"2/25/25","Cole","Pigfish","WI2",24-08-13,"73.9","181","144","169","Y","-","","Y","Y","Y","August","Summer","August-24","West","In","midshore","West.In"
"PIG006","250327_BOEM_3","B5",1.03,0.47,45.52,-19.03,0.15,14.77,9.1,3.08,"",NA,"2/25/25","Cole","Pigfish","WI2",24-08-13,"621","169","135","158","Y","mollusk?","","Y","Y","Y","August","Summer","August-24","West","In","midshore","West.In"
"PIG007","250327_BOEM_3","B6",1.13,0.51,45.35,-18.04,0.17,14.76,8.34,3.07,"",NA,"2/25/25","Cole","Pigfish","WO1",24-08-13,"139.6","225","182","214","Y","mush","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIG008","250327_BOEM_3","B7",0.99,0.44,45.04,-17.11,0.14,14.4,6.66,3.13,"",NA,"2/27/25","Sam","Pigfish","WO3",24-11-08,"58.4","154","126","151","Y","Atlantic brief squid","","Y","Y","Y","November","Autumn","November-24","West","Out","offshore","West.Out"
"PIN001","250410_BOEM_1b","C10",0.7,0.32,46.06,-18.61,0.1,14.22,10.87,3.24,"",NA,"8/30/24","Sam","Pinfish","WO2",24-08-13,"45.9","145","114","132","Y","N","2nd defrost","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN002","250410_BOEM_1b","C11",0.76,0.35,46.13,-19.59,0.11,14.54,9.41,3.17,"",NA,"8/30/24","Sam","Pinfish","WO2",24-08-13,"39.7","152","132","125","Y","stomach mush","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN003","250410_BOEM_1b","C12",0.72,0.33,46.24,-17.66,0.1,14.54,11.84,3.18,"",NA,"9/3/24","Sam","Pinfish","WO2",24-08-13,"59.1","155","157","144","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN004","250410_BOEM_1b","D1",0.63,0.28,44.91,-17.29,0.09,14.13,10,3.18,"",NA,"9/3/24","Dannette","Pinfish","WO2",24-08-13,"41.4","140","114","130","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN005","250410_BOEM_1b","D5",0.71,0.31,44.36,-18.08,0.1,13.75,10.54,3.22,"",NA,"9/3/24","Lindsey","Pinfish","WO2",24-08-13,"71.3",NA,"141",NA,"Y","N","Tail missing","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN006","250410_BOEM_1b","D6",0.78,0.36,45.69,-17.86,0.11,14.41,11.12,3.17,"",NA,"9/3/24","Lindsey","Pinfish","WO2",24-08-13,"36.7","137","110","126","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN007","250410_BOEM_1b","D7",0.74,0.33,44.99,-17.44,0.1,14.12,11.49,3.19,"",NA,"9/6/24","Sam","Pinfish","WO2",24-08-13,"33.2","128","100","115","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN008","250410_BOEM_1b","D8",0.77,0.35,45.43,-18.19,0.11,14.15,11.28,3.21,"",NA,"9/6/24","Sam","Pinfish","WO2",24-08-13,"43.7","143","110","132","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN009","250410_BOEM_1b","D9",0.75,0.33,44.22,-19.35,0.1,13.94,11.46,3.17,"Y",NA,"9/6/24","Sam","Pinfish","WO2",24-08-13,"35.3","130","100","118","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN010","250422_BOEM_PIN_1","A11",1.01,0.46,45.19,-18.56,0.14,14.14,10.79,3.19,"",NA,"9/6/24","EG","Pinfish","WO2",24-08-13,"30.8","127","101","117","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","midshore","West.Out"
"PIN011","250422_BOEM_PIN_1","A12",1,0.44,43.85,-18.27,0.14,13.74,13.53,3.19,"",NA,"9/6/24","EG","Pinfish","WO1",24-08-13,"41.6","132","103","115","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN012","250422_BOEM_PIN_1","B1",1.01,0.46,45.18,-17.96,0.14,14.1,11.81,3.2,"",NA,"9/6/24","EG","Pinfish","WO1",24-08-13,"67.2","166","121","145","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN013","250422_BOEM_PIN_1","B2",0.99,0.42,42.84,-23.42,0.13,13.31,10.7,3.22,"",NA,"9/6/24","EG","Pinfish","WO1",24-08-13,"66.7","163","127","149","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN014","250422_BOEM_PIN_1","B5",1.02,0.44,43.69,-19.13,0.14,13.65,9.68,3.2,"",NA,"9/9/24","EG","Pinfish","WO1",24-08-13,"36.4","135","105","119","Y","N","liver digested/attached to stomach","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN015","250422_BOEM_PIN_1","B6",1.01,0.44,43.89,-18.98,0.14,13.71,10.65,3.2,"",NA,"9/9/24","EG","Pinfish","WO1",24-08-13,"36.9","135","104","124","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN016","250422_BOEM_PIN_1","B7",1.04,0.48,46.71,-18.4,0.14,13.78,13.43,3.39,"",NA,"9/9/24","EG","Pinfish","WO1",24-08-13,"98.8","178","135","161","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN017","250422_BOEM_PIN_1","B8",1.06,0.47,44.24,-19.55,0.15,13.69,10.96,3.23,"",NA,"9/9/24","EG","Pinfish","WO1",24-08-13,"77.9","184","142","163","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN018","250422_BOEM_PIN_1","B9",0.94,0.41,44.15,-19.07,0.13,13.38,11.21,3.3,"",NA,"9/10/24","EG","Pinfish","WO1",24-08-13,"79.9","174","139","159","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN019","250422_BOEM_PIN_1","C1",1.04,0.45,43.46,-17.7,0.14,13.41,10.56,3.24,"",NA,"9/10/24","EG","Pinfish","WO1",24-08-13,"28.6","123","99","113","Y","N","","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN020","250422_BOEM_PIN_1","C2",1.01,0.45,45.08,-18.6,0.14,13.98,10.44,3.22,"",NA,"9/10/24","Sam","Pinfish","WO1",24-08-13,"38.2","138","109","129","N","N","no liver/digested","Y","Y","Y","August","Summer","August-24","West","Out","inshore","West.Out"
"PIN021","250422_BOEM_PIN_1","C3",1.03,0.46,44.35,-18.59,0.14,13.61,11.07,3.26,"",NA,"9/20/24","Dannette","Pinfish","EO1",24-05-22,"69.4","165","130","155","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN022","250422_BOEM_PIN_1","C4",1.04,0.47,44.8,-19.79,0.14,13.71,11.77,3.27,"",NA,"9/20/24","Dannette","Pinfish","EO1",24-05-22,"76.1","175","137","162","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN023","250422_BOEM_PIN_1","C5",1.03,0.46,44.34,-18.15,0.14,13.63,11.3,3.25,"",NA,"9/20/24","Dannette","Pinfish","EO1",24-05-22,"70.3","175","130","155","Y","N","small gonads","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN024","250422_BOEM_PIN_1","C6",1.05,0.46,44.14,-18.81,0.14,13.66,11.39,3.23,"",NA,"9/20/24","EG","Pinfish","EO1",24-05-22,"80","180","135","162","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN025","250422_BOEM_PIN_1","C9",0.96,0.43,44.63,-19.46,0.13,13.65,10.5,3.27,"",NA,"9/20/24","Dannette","Pinfish","EO1",24-05-22,"79.1","179","134","165","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN026","250422_BOEM_PIN_1","C10",1.1,0.48,43.56,-18.8,0.15,13.32,11.15,3.27,"",NA,"9/20/24","Dannette","Pinfish","EO1",24-05-22,"73.3","173","135","159","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN027","250422_BOEM_PIN_1","C11",1.09,0.48,43.61,-18.82,0.15,13.41,11.42,3.25,"",NA,"9/20/24","EG","Pinfish","EO1",24-05-22,"73.3","175","136","160","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN028","250422_BOEM_PIN_1","C12",0.98,0.44,44.63,-18.56,0.13,13.76,10.38,3.24,"",NA,"9/20/24","EG","Pinfish","EO1",24-05-22,"69.9","169","133","153","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN029","250422_BOEM_PIN_1","D1",0.98,0.43,44.11,-21.37,0.13,13.42,11.04,3.29,"",NA,"9/20/24","EG","Pinfish","EO1",24-05-22,"67.2","178","127","151","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN030","250422_BOEM_PIN_1","D5",0.99,0.43,43.94,-19.92,0.13,13.62,12.09,3.23,"",NA,"9/20/24","EG","Pinfish","EO1",24-05-22,"71.7","171","136","156","Y","N","","Y","Y","Y","May","Spring","May-24","East","Out","inshore","East.Out"
"PIN031","250422_BOEM_PIN_1","D6",1.02,0.45,44.08,-18.94,0.14,13.54,11.26,3.26,"",NA,"9/20/24","EG","Pinfish","WO1",24-05-23,"64.2","165","129","156","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN032","250422_BOEM_PIN_1","D7",0.99,0.44,44.58,-18.32,0.14,13.62,11.55,3.27,"",NA,"9/23/24","EG","Pinfish","WO1",24-05-23,"58.3","154","119","134","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN033","250422_BOEM_PIN_1","D8",0.99,0.43,44,-14.9,0.13,13.52,9.11,3.25,"",NA,"9/23/24","EG","Pinfish","WO1",24-05-23,"63.7","159","126","136","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN034","250422_BOEM_PIN_1","D9",0.99,0.42,43.1,-17.75,0.13,13.45,11.94,3.21,"Y",NA,"9/23/24","EG","Pinfish","WO1",24-05-23,"35.2","133","103","122","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN035","250422_BOEM_PIN_1","A9",0.92,0.4,44.12,-19.04,0.13,13.8,10.78,3.2,"Y",NA,"9/23/24","EG","Pinfish","WO1",24-05-23,"23.6","115","92","106","Y","N","","Y","Y","Y","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN036","250619_BOEM_PIN_2","A9",0.71,0.32,44.29,-17.89,0.1,13.92,10.77,3.18,"Y",NA,"9/23/24","EG","Pinfish","WO1",24-05-23,"77.8","180","134","157","Y","N","","Y","","","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN037","250619_BOEM_PIN_2","A11",0.64,0.28,44.32,-18.06,0.09,14.02,11.72,3.16,"",NA,"9/24/24","Dannette","Pinfish","WO1",24-05-23,"69.9","166","128","152","Y","N","","Y","","","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN038","250619_BOEM_PIN_2","A12",0.64,0.28,44.25,-19.42,0.09,13.93,11.93,3.18,"",NA,"9/24/24","Lindsey","Pinfish","WO1",24-05-23,"72.3","170","132","153","Y","N","","Y","","","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN039","250619_BOEM_PIN_2","B1",0.74,0.33,44.18,-19.95,0.1,14.04,10.47,3.15,"",NA,"9/24/24","Dannette","Pinfish","WO1",24-05-23,"83.8","178","135","160","Y","N","","Y","","","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN040","250619_BOEM_PIN_2","B2",0.78,0.34,44.19,-18.33,0.11,14.05,11.5,3.15,"",NA,"9/24/24","Lindsey","Pinfish","WO1",24-05-23,"61.6","160","125","148","Y","N","","Y","","","May","Spring","May-24","West","Out","inshore","West.Out"
"PIN041","250619_BOEM_PIN_2","B5",0.63,0.28,45.14,-18,0.09,14.2,9.64,3.18,"",NA,"9/24/24","Lindsey","Pinfish","EO2",24-08-12,"100.1","197","155","180","Y","N","","Y","","","August","Summer","August-24","East","Out","midshore","East.Out"
"PIN042","250619_BOEM_PIN_2","B6",0.85,0.37,43.97,-16.75,0.12,13.93,10.21,3.16,"",NA,"9/24/24","Dannette","Pinfish","EO2",24-08-12,"77.3","177","136","159","Y","N","","Y","","","August","Summer","August-24","East","Out","midshore","East.Out"
"PIN043","250619_BOEM_PIN_2","B7",0.8,0.35,44.31,-18.25,0.11,14.01,11.06,3.16,"",NA,"9/24/24","Dannette","Pinfish","EO3",24-05-22,"67.6","180","137","160","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN044","250619_BOEM_PIN_2","B8",0.76,0.34,44.3,-18.92,0.11,13.91,10.79,3.19,"",NA,"9/24/24","Lindsey","Pinfish","EO3",24-05-22,"86","186","148","172","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN045","250619_BOEM_PIN_2","B9",0.81,0.36,44.51,-18.3,0.11,14.04,10.48,3.17,"",NA,"9/24/24","Dannette","Pinfish","EO3",24-05-22,"61.7","170","129","152","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN046","250619_BOEM_PIN_2","C1",0.9,0.4,44.78,-17.96,0.13,14.12,11.92,3.17,"",NA,"9/24/24","Lindsey","Pinfish","EO3",24-05-22,"80","179","138","165","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN047","250619_BOEM_PIN_2","C2",0.81,0.36,44.42,-19.87,0.11,13.86,12.21,3.21,"",NA,"9/24/24","Lindsey","Pinfish","EO3",24-05-22,"72.2","187","144","159","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN048","250619_BOEM_PIN_2","C3",0.81,0.36,44.33,-16.98,0.11,13.93,10.31,3.18,"",NA,"9/27/24","EG","Pinfish","EO3",24-05-22,"74.5","174","136","160","Y","N","liver partially digested","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN049","250619_BOEM_PIN_2","C4",0.77,0.34,44.04,-18.21,0.11,13.9,10.4,3.17,"",NA,"9/27/24","EG","Pinfish","EO3",24-05-22,"67.9","160","127","149","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN050","250619_BOEM_PIN_2","C5",0.91,0.41,44.71,-18.93,0.13,13.84,10.87,3.23,"",NA,"9/27/24","EG","Pinfish","EO3",24-05-22,"83.1","184","145","169","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN051","250619_BOEM_PIN_2","C6",0.74,0.33,44.55,-19.81,0.1,13.65,11.62,3.26,"",NA,"9/27/24","EG","Pinfish","EO3",24-05-22,"79.1","180","144","164","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN052","250619_BOEM_PIN_2","C9",0.83,0.37,44.86,-19.64,0.12,13.96,11.55,3.21,"",NA,"9/30/24","EG","Pinfish","EO3",24-05-22,"64.2","164","130","154","Y","N","","Y","","","May","Spring","May-24","East","Out","offshore","East.Out"
"PIN053","250619_BOEM_PIN_2","C10",0.82,0.36,44.16,-21.99,0.11,13.97,10.81,3.16,"",NA,"9/30/24","EG","Pinfish","WO2",24-05-23,"25","118","95","108","Y","N","","Y","","","May","Spring","May-24","West","Out","midshore","West.Out"
"PIN054","250619_BOEM_PIN_2","C11",0.82,0.36,44.15,-18.26,0.11,13.95,11.07,3.17,"",NA,"9/30/24","EG","Pinfish","WO2",24-05-23,"29.6","123","97","115","Y","N","","Y","","","May","Spring","May-24","West","Out","midshore","West.Out"
"PIN055","250619_BOEM_PIN_2","C12",0.83,0.36,43.87,-18.21,0.11,13.84,10.52,3.17,"",NA,"9/30/24","EG","Pinfish","WO2",24-05-23,"20.4","108","85","99","Y","N","","Y","","","May","Spring","May-24","West","Out","midshore","West.Out"
"PIN056","250619_BOEM_PIN_2","D1",0.95,0.42,44.07,-18.03,0.13,14.13,10.85,3.12,"",NA,"10/1/24","Dannette","Pinfish","EI1",24-08-12,"41.7","135","117","121","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
"PIN057","250619_BOEM_PIN_2","D5",0.85,0.38,45.01,-18.4,0.12,14.29,11,3.15,"",NA,"10/1/24","Lindsey","Pinfish","EI1",24-08-12,"67.8","175","140","158","Y","N","","Y","","","August","Summer","August-24","East","In","inshore","East.In"
